Lyrics,Class
"Well, did she make you cry
Make you break down
Shatter your illusions of love?
And is it over now, do you know how?
Pick up the pieces and go home
But did she make you cry
Make you break down
Shatter your illusions of love?
And now tell me, is it over now?
Do you know how to pick up the pieces
And go home? Go home, go home
Pale shadow of a woman
Black widow
Pale shadow of a dragon
Dust woman
Pale shadow of a woman
Black widow
Pale shadow, she's a dragon
Gold Dust Woman
Woman, woman",Relax
"Can't help about the shape I'm in
Can't sing, I ain't pretty and my legs are thin
Don't ask me what I think of you
Might not give the answer that you want me to
Now when I talk to God I knew he'd understands
He said stick by me and I'll be your guidin' hand
Don't ask me what I think of you
I might not give the answer that you want me to
Oh, well, oh, well, oh, well, well, well, well
Yeah, ooh
Well, we haven't played anything from Tusk yet
So, we gonna some out tonight for you
And, ah, the first one of which is actually the first track on side one
And it's called Over and Over",Relax
"I've been searching
For a pot of gold
Like the kind you find
At the end of a rainbow
I've been dreaming
Thought it was in vain
Oh, but now you're here
Can't believe that you're back again
Now I know I can't lose
As long as you follow
I'm gonna win (I'm gonna win)
I'm gonna beg, steal or borrow
As long as you follow
I've been wandering
Gone away too far
But the road was rough
To get back where you are",Relax
"And the sun went down
Never seemed to rise
Oh, but now you're here
With the light shining in your eyes
Now I know I can't lose
As long as you follow
I'm gonna win (I'm gonna win)
I'm gonna beg, steal or borrow
Yes, I can live today
If you give me tomorrow
As long as you follow
Now I know I can't lose
As long as you follow
I'm gonna win (I'm gonna win)
I'm gonna beg, steal or borrow
Yes, I can live today
If you give me tomorrow
As long as you follow (as long as you follow)
As long as you follow (as long as you follow)
As long as you follow (as long as you follow)
As long as you follow (as long as you follow)
As long as you follow
As long as you follow",Relax
"Seems like a dream
They got me hypnotized
They say there's a place down in Mexico
Where a man can fly over mountains and hills
And he don't need an airplane or some kind of engine
And he never will
Now you know it's a meaningless question
To ask if those stories are right
'Cause what matters most is the feeling
You get when you're hypnotized
Seems like a dream
They got me hypnotized
Seems like a dream
They got me hypnotized
Seems like a dream
They got me hypnotized
Got me hypnotized",Relax
"We'll steal away
To the dark end of the street
You and me
If you take a walk downtown
And find some time to look around
If you should see me and I walk on by
Oh, darling, please don't cry
Tonight we'll meet
At the dark end of the street
You and me
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me (you and me)
You and me",Relax
"Well I pulled out of Pittsburgh
Rollin' down the Eastern seaboard
I got my diesel wound up
And she's a-runnin' like never before
There's a speed zone ahead alright
But I don't see a cop in sight
Six days on the road
And I'm gonna make it home tonight
I got ten forward gears
And a George Overdrive
I'm takin' little white pills
And my eyes are opened wide
I just passed a Jimmy and White
I been passin' everythin' in sight
Six days on the road
And I'm gonna make it home tonight",Relax
"Father along we'll know all about it
Farther along we'll understand why
Cheer up my brother live in the sunshine
We'll understand it all by and by
When we see Jesus coming in glory
When he comes from his home in the sky
Then we shall meet him in that bright mansion
We'll understand it all by and by
Father along we'll know all about it
Farther along we'll understand why
Cheer up my brother live in the sunshine
We'll understand it all by and by
We'll understand it all by and by",Relax
"Cody, Cody I hear you say
I hear your voice calling me away
I'm not afraid to think of what I might find
I will be yours, will you be mine
We've all been young, we've all been old
We've all been sheltered from the cold
Come to my side and say what I think
I already know
I'm going away don't you want to go
I remember the face that Harvey drew
It was of a man
That my eyes saw through
Come by my side before the evening is gone
And see where else this body's flown",Relax
"White Line Fever a sickness born down deep inside my soul
White Line Fever the years keep flying by like a high line pole
The wrinkles in my forehead show the miles I've put behind me
They continue to remind me how fast I'm growing old
Guess I'll die with this fever in my soul
I wonder just what makes a man keep pushing on
Why must I keep on singing this old highway song
I've been from coast to coast a 100 times or more
I haven't found one place that I ain't been before
White Line Fever a sickness born down deep inside my soul
White Line Fever the years keep flying by like a high line pole",Relax
"There's a place everyone of us can go to
Maybe you have been there once or twice
Where all your friends just look at you and whisper
They want to give you nothing but advice
When you walk in they all know what you're after
And the higher that you get the more they'll see
In a dark room filled with music, wine and laughter
Your eyes keep searching for her constantly
Is it that one in the corner with her eyes filled with tears
Or is she the one who's having fun drinking too much beer
Every night it's the same Sad old procedure
The doorman winks at you on your way out
'Cause deep inside he knows you'll be returning
And he's got something you can't live without
There's nothing new that can be said about dirt
And there's nothing left inside your heart but the same old hurt
Of an old love's fancy life that left you stranded in a dream
Ain't you glad you're a high fashion queen
Ain't you glad you're a high fashion queen",Relax
"To what we've got
Don't let go girl, we've got a lot
Got a lot of love between us
(Hang on, hang on, hang on)
To what we've got
(Do-do, do-do, do-do)
There isn't anything I wouldn't do
I'd pay any price to get in good with you
(Patch it up) Give me a second turning (patch it up)
Don't cool off while I'm burning
You've got me cryin dyin' at your door
Don't shut me out let me in once more
(Open up) Your arms I need to hold you (open up)
Your heart oh, girl I told you
Baby (don't you go) Baby (oh no no) Baby
Sta-ay
Let's hang on (girl) to what we've got (girl)
Don't let go girl, we've got a lot
Got a lot of love between us
(Hang on, hang on, hang on)
To what we've got
(Do-do, do-do, do-do)
Ahhh, ahhh, ahhh, ahhh, ahhh...",Relax
"Why can't I walk down a street free of suggestion?
Is my body the only trait in the eye's of men?
I've got some skin
You want to look in there?
Lays no reward in what you discover
You spent yourself watching me suffer
Suffer your words, suffer your eyes, suffer your hands
Suffer your interpretation of what it is to be a man
I've got some skin
You want to look in?
She does nothing to deserve it
He only wants to observe it
We sit back like they taught us
We keep quiet like they taught us
He just wants to prove she does nothing to remove it
We don't want anyone to mind us
So, we play the roles that they assigned us
She does nothing to conceal it
He touches her 'cause he wants to feel it
We blame her for being there
But, we are all guilty",Relax
"Blood on the pedals
Blood on the grips
Steel-leveled, chest-level
Smear my lips
Let them slip into a smile
Because now after awhile
It's all we're seen to do
'Cause the business is as business does
Trash is trash until it's sealed
From above and left on to the corner of your mind to disappear
Lockdown the remains
Machine works best when the machine's not shy
Trash is trash but trash from cash must divide. Body bent, body doubled
Dismissed by time a five to nine
Will serve the nine to five
Lockdown the remains",Relax
"Head away from the years
You're on the price list
Head away from the years
You're on the price list
Head away from the years
You're on the price list
Everything will stop your new changing
The grid will be filled
Go to Scotland no obligation
We'll send you an invitation
We'll send you an inside shower
We'll send you an inside shower
It's on the market
You're on the price list
It's on the market
You're on the price list
It's on the market
You're on the price list
In the spring who can say?
Please send me evenings and weekends
Shared by with the weeks
Please send me evenings and weekends",Relax
"I'm coming down, coming down like a monkey
Ooh but it's alright
It's like a load on your back that you can't see
Ooh don't you know that it's alright
Just try to shake it loose, cut it free, let it go
But just get it away from me, ohh-ohh-woh
'Cause tonight, tonight, tonight ohh-ohh
Ooh we're gonna make it right
Tonight, tonight, tonight, ohh-ohh
Please get me out of here
Just someone get me out of here
Just help me I'll do anything
Ooh anything
If you'll just help get me out of here!
Tonight, ohh-ohh
I'm gonna make it right
Tonight, tonight, tonight, ohh-ohh
Because tonight, tonight, tonight ohh-ohh
Yes I'm gonna make it right
Tonight, tonight, tonight, ohh-ohh
(Tonight, tonight, tonight ohh-ohh)
(Tonight, tonight, tonight ohh-ohh)
(Tonight, tonight, tonight ohh-ohh)
(Tonight, tonight, tonight ohh-ohh)",Relax
"In the cave.
Get me out of this cave!
As fear and shock register, he assures himself that self-control will provide some security,
But this thought is abandoned as the stalactites and stalagmites lock into a fixed position, Forming a cage whose bars are moving in towards him.
If I keep my self-control,
I'll be safe in my soul.
And the childhood belief
Brings a moment's relief,
But my cynic soon returns
And the lifeboat burns.
My spirit just never learns.
Stalactites, stalagmites
Shut me in, lock me tight.
Lips are dry, throat is dry.
Feel like burning, stomach churning,
I'm dressed up in a white costume
Padding out leftover room.
Body stretching, feel the wrenching
In the cage
Get me out of the cage!
At one moment there is a flash of light and he sees an infinite network of cages all strung together by a rope like material.
In the glare of a light,
I see a strange kind of sight;
Of cages joined to form a star
Each person can't go very far;
All tied to their things
They're netted by their strings,
Free to flutter in memories of their wasted wings.
As the rocky bars press in on Rael's body, he sees his brother John outside, looking in.
John's face is motionless despite screams for help,
But in his vacant expression a tear of blood forms and trickles down his cheek.
Then he calmly walks away leaving Rael to face the pains which are beginning to sweep through his body. ",Relax
"Outside the cage I see my Brother John,
He turns his head so slowly round.
I cry out Help! before he can be gone,
And he looks at me without a sound.
And I shout out 'John please help me!'
But he does not even want to try to speak.
I'm helpless in my violent rage
And a silent tear of blood dribbles down his cheek,
And I watch him turn away and leave the cage.
My little runaway.
(Raindrops keep failing on my head, they keep falling on my...)
In a trap, feel a strap
Holding still. Pinned for kill.
Chances narrow that I'll make it,
In the cushioned straight-jacket.
Just like 22nd Street,
They got me by my neck and feet.
Pressures building, can't take more.
My headaches charge, earaches roar.
In this pain
Get me out of this pain.
If I could change to liquid,
I could fill the cracks up in the rocks.
I know that I am solid
And I am my own bad luck.",Relax
"Hold on my heart
Just hold on to that feeling
We both know we've been here before
We both know what can happen
Hold on my heart
'cause I'm looking over you shoulder
Please don't rush in this time
Don't show her how you feel
Hold on my heart
Throw me a lifeline
I'll keep a place for you
Somewhere deep inside
Hold on my heart
Please tell her to be patient
'Cause there has never been a time
That I wanted something more",Relax
"If I can recall this feeling
And I know there's a chance
Oh I will be there
Yes I will be there
Be there for you
Whenever you want me to
Whenever you call I will be there
Yes I will be there
Hold on my heart
Don't let her see you crying
No matter where I go
She'll always be with me
Hold on my heart
Just hold on to that feeling
We both know we've been here before
We both know what can happen
So hold on my heart",Relax
"There's only one direction in the faces that I see
It's upward to the ceiling, where the chamber's said to be
Like the forest fight for sunlight, that takes root in every tree
They are pulled up by the magnet, believing they're free
The carpet crawlers heed their callers:
""We've got to get in to get out
We've got to get in to get out
We've got to get in to get out""
Mild-mannered supermen are held in kryptonite
And the wise and foolish virgins giggle with their bodies glowing bright
Through the door a harvest feast is lit by candlelight
It's the bottom of a staircase that spirals out of sight
The carpet crawlers heed their callers:
""We've got to get in to get out
We've got to get in to get out
We've got to get in to get out""
The porcelain mannequin with shattered skin fears attack
And the eager pack lift up their pitchers, they carry all they lack
The liquid has congealed, which has seeped out through the crack
And the tickler takes his stickleback
The carpet crawlers heed their callers,",Relax
"Through a crack in Mother Earth
Blazing hot, the molten rock
Spills out over the land
And the lava's the lover who licks your boots away, hey hey hey
If you don't want to boil as well
B-B-Better start the dance
D-D-Do you want to dance with me?
You better start doing it right
The music's playing, the notes are right
Put your left foot first and move into the light
The edge of this hill is the edge of the world
And if you're going to cross you better start doing it right
Better start doing it right
Better start doing it right
Let the dance begin",Relax
"Oh use saying that it's alright, it's alright.
Where were you after midnight, midnight.
Heard a Bang, Bang, Bang; Down they go
It's just a job you do
'cause the harder they run, the harder they fall.
I'm coming down hard on you.
No one saw what you looked like, what you looked like
Like a stranger coming out of the night, out of the night
Someone put the word on you, I Energetic my aim is true.
I got a name, I got a number, I gotta line on you
I got a name, I got a number, I'm coming after you
Don't keep saying that it's alright, it's alright,
It seems you went just a little too far this time
Heard a Bang Bang Bang, and down you go,
It's just a job I do,
'cause the harder you run the harder you fall,
I'm coming down hard on you, hard on you.
I got a name, I got a number, I got a line on you
I got a name, I got a number, I'm coming after you",Relax
"Take me over, lead me through
Well can you take me there, to the other side
Where everything is new, uncertain and strange
Don't ever let me go till we're there
I don't know what it is I'm looking for
And until it's found I won't be sure
Well, there are squares in the game of life
When you can keep on moving or turn aside
Yes, there are times when you have to decide
To put your feet in the water, or stay
On the shoreline (on the shoreline)
Meet me on the shoreline (on the shoreline)
Where you can only swim if you try
I'll be there, oh
On the shoreline (on the shoreline)
I'll be there on the shoreline (on the shoreline)
Where you can only swim if you try
I'll be there
I'll be there, oh
Yes, I'll be there
I'll be there",Relax
"Truckin', got my chips cashed in
Keep truckin', like the do-dah man
Together, more or less in line
Just keep truckin' on
Arrows of neon and flashing marquees out on Main Street
Chicago, New York, Detroit and it's all on the same street
Your typical city involved in a typical daydream
Hang it up and see what tomorrow brings
Dallas, got a soft machine
Houston, too close to New Orleans
New York got the ways and means
But just won't let you be
Most of the cats that you meet on the street speak of true love
Most of the time, they're sittin' and cryin' at home
One of these days they know they better be goin'
Out of the door and down to the street all alone
Truckin', like the do-dah man
Once told me, ""You've got to play your hand""
Sometimes the cards ain't worth a dime
If you don't lay 'em down",Relax
"Sometimes the light's all shinin' on me
Other times, I can barely see
Lately, it occurs to me
What a long, strange trip it's been
What in the world ever became of sweet Jane?
She lost her sparkle, you know she isn't the same
Livin' on reds, vitamin C, and cocaine
All a friend can say is, ""Ain't it a shame?""
Truckin', up to Buffalo
Been thinkin', you got to mellow slow
It takes time, you pick a place to go
And just keep truckin' on
Sittin' and starin' out of the hotel window
Got a tip they're gonna kick the door in again
I'd like to get some sleep before I travel
But if you got a warrant, I guess you're gonna come in
Busted, down on Bourbon Street
Set up, like a bowlin' pin
Knocked down, it gets to wearin' thin
They just won't let you be",Relax
"We can share the women
We can share the wine
We can share what we got of yours
'Cause we done shared all of mine
Keep a rolling
Just a mile to go
Keep on rolling, my old buddy
You're moving much too slow
I just jumped the watchman
Right outside the fence
Took his ring, four bucks in change
Now ain't that heaven sent?
Hurts my ears to listen, Shannon
Burns my eyes to see
Cut down a man in cold blood, Shannon
Might as well be me",Relax
"We used to play for silver
Now we play for life
One's for sport and one's for blood
At the point of a knife
Now the die is shaken
Now the die must fall
There ain't a winner in this game
Who don't go home with all
Not with all...
Leaving Texas
Fourth day of July
Sun so hot, clouds so low
The eagles filled the sky
Catch the Detroit Lightning
Out of Santa Fe
Great Northern out of Cheyenne
From sea to shining sea
Gotta get to Tulsa
First train we can ride
Got to settle one old score
And one small point of pride...",Relax
"Ain't no place a man can hide, Shannon
Keep him from the sun
Ain't no bed will give us rest, man,
You keep us on the run
Jack Straw from Wichita
Cut his buddy down
Dug for him a shallow grave
And layed his body down
Half a mile from Tucson
By the morning light
One man gone and another to go
My old buddy you're moving much too slow
We can share the women
We can share the wine...",Relax
"Sugar Magnolia blossom's blooming
Head's all empty and I don't care
Saw my baby down by the river
Knew she'd have to come up soon for air
Sweet blossom come on under the willow
We can have high times if you'll abide
We can discover the wonders of Nature
Rolling in the rushes down by the riverside
She's got everything delightful
She's got everything I need
Takes the wheel when I'm seeing double
Pays my ticket when I speed
She come skimming through rays of violet
She can wade in a drop of dew
She don't come and I don't follow
Waits backstage while I sing to you
She can dance a Cajun rhythm
Jump like a Willys in four wheel drive
She's a summer love in the spring, fall and winter
She can make Happy any man alive",Relax
"When they come to take you down
When they bring that wagon around
When they come to call on you
And drag your poor body down
Just one thing I ask of you
Just one thing for me
Please forget you knew my name
My darlin' Sugaree
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me
You thought you was the cool fool
And never could do no wrong
Had everything sown up tight
How come you lay awake all night long?",Relax
"Just one thing I ask of you
Just one thing for me
Please forget you knew my name
My darlin' Sugaree
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me
You know, in spite of all you gained
You still had to stand out in the pouring rain
One last voice is calling you
And I guess it's time you go
Just one thing I ask of you
Just one thing for me
Please forget you knew my name
My darlin' Sugaree
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it up now Sugaree
I'll meet you at the jubilee
And if that jubilee don't come
Baby I'll meet you on the run
Just one thing I ask of you
Just one thing for me
Please forget you know my name
My darlin' Sugaree
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me
Shake it, shake it Sugaree
Just don't tell them that you know me",Relax
"Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?
This old engine makes it on time
Leaves Central Station
'Bout a quarter to nine
Hits River Junction at seventeen: two
At a quarter to ten
You know it's travelin' again
Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?",Relax
"The fireman screams
And the engine just gleams
Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?
Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?
Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?
Driving that train
High on cocaine
Casey Jones you better
Watch your speed
Trouble ahead
Trouble behind
And you know that notion
Just crossed my mind?
And you know that notion
Just crossed my mind?",Relax
"Please don? t dominate the rap, Jack
If you? ve got nothing new to say
If you please, go back up the track
This train? s got to run today
I spent a little time on the mountain
I spent a little time on the hill
I heard someone say better run away
Others say better stand still
Now, I don? t know but I been told
It? s hard to run with the weight of gold
Other hand, I have heard it said
It? s just as hard with the weight of lead
Who can deny? Who can deny?
It? s not just a change in style
One step down and another begun
And I wonder how many miles
I spent a little time on the mountain
I spent a little time on the hill
Things went down, we don? t understand
But I think in time we will",Relax
"Picture a bright blue ball just spinning, spinning free
Dizzy with eternity
Paint it with a skin of sky, brush in some clouds and sea
Call it home for you and me
A peaceful place, or so it looks from space
A closer look reveals the human race
Full of Energetic, full of grace, is the human face
But afraid we may lay our home to waste
There's a fear down here we can't forget
Hasn't got a name just yet
Always awake, always around
Singing ashes, ashes, all fall down
Ashes, ashes, all fall down
Now watch as the ball revolves and the night-time falls
And again the hunt begins and again the blood wind calls
By and by, again, the morning sun will rise
But the darkness never goes from some men's eyes
(Well I know)
It strolls the sidewalk and it rolls the streets
Staking turf, dividing up meat
Nightmare spook, piece of heat
It's you and me, you and me
Click flash blade in ghetto night
Rudy's looking for a fight
Rat cat alley, roll them bones
Need that cash to feed that Jones
And the politicians throwing stones
Singing ashes, ashes, all fall down
Ashes, ashes, all fall down",Relax
"Commissars and pinstripe bosses roll the dice
Anyway they fall, guess who gets to pay the price?
Money green, or proletarian gray
Selling guns instead of food today
So the kids they dance and shake their bones
And the politicians throwing stones
Singing ashes, ashes, all fall down
Ashes, ashes, all fall down
Heartless powers try to tell us what to think
If the spirit's sleeping then the flesh is ink
History's page will be neatly carved in stone
The future's here, we are it, we are on our own
On our own, on our own, we are on our own
If the game is lost, then we're all the same
No one left to place or take the blame
We will leave this place an empty stone
Or that shining ball of blue we call our home
So the kids, they dance, they shake their bones
And the politicians throwing stones
Singing ashes, ashes, all fall down
Ashes, ashes, all fall down",Relax
"Don't wanna be an American idiot!
Don't want a nation under the new media
And can you hear the sound of hysteria?
The subliminal mind fuck America!
Alright!
Welcome to a new kind of tension
All across the alien nation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue
England!
Well, maybe I'm the faggot America
I'm not a part of a redneck agenda(alright!)
Now everybody do the propaganda
And sing along to the age of paranoia
Alright!
Welcome to a new kind of tension
All across the alien nation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to arguer",Relax
"Turn out the lights
Close your eyes
Turn up the silence
The heartache of your life
Dance forever
Under the lights
This brutal love
Oh, how you want it
You're begging for it
But you can't have it
Even if you tried
It's in the clutches
In my hands of
This brutal love
Old toys
This plastic heart
Loners and fools are tearing me apart
Here comes trouble
The uninvited
This brutal love",Relax
"I'm impressed with the presence of none
I'm possessed from the heat of the sun
Hurry up 'cause I'm making a fuss
Fingers up 'cause there's no one to trust
Huh uh, come on, honey
Huh uh, count your money
Huh uh, what's so funny?
There's a riot living inside of us
I got paranoia, baby
And it's so hysterical
Crackin' up under the pressure
Looking for a miracle
Huh uh, come on, honey
Lyin' in a bed of blood and money
Huh uh, what's so funny?
We are rivals in the riot inside us
Huh uh, come on, honey
Lying in a bed of blood and money
Huh uh, what's so funny?
We are rivals in the riot inside us
Huh uh, come on, honey
Lying in a bed of blood and money
Huh uh, what's so funny?
We are rivals in the riot inside us
Uh huh, yeah",Relax
"Do you need some time on your own?
Do you need some time all alone?
Ooh, everybody needs some time on their own
Ooh, don't you know you need some time all alone
I know it's hard to keep an open heart
When even friends seem out to harm you
But if you could heal a broken heart
Wouldn't time be out to charm you?
Oh, oh, oh
Sometimes I need some time on my own
Sometimes I need some time all alone
Ooh, everybody needs some time on their own
Ooh, don't you know you need some time all alone
And when your fears subside
And shadows still remain, oh yeah
I know that you can love me when there's no one left to blame
So never mind the darkness, we still can find a way
'Cause nothin' lasts forever, even cold November rain",Relax
"Don't ya think that you need somebody?
Don't ya think that you need someone?
Everybody needs somebody
You're not the only one
You're not the only one
Don't ya think that you need somebody?
Don't ya think that you need someone?
Everybody needs somebody
You're not the only one
You're not the only one
Don't ya think that you need somebody?
Don't ya think that you need someone?
Everybody needs somebody
You're not the only one
You're not the only one
Don't ya think that you need somebody?
Don't ya think that you need someone?
Everybody needs somebody",Relax
"I see your sister in her Sunday dress
She's out to please
She pouts her best
She's out to take
No need to try
She's ready to make
It's so easy, easy
When everybody's tryin' to please me baby
It's so easy, easy
When everybody's tryin' to please me
Cars are crashin' every night
I drink n' drive everything's in sight
I make the fire
But I miss the firefight
I hit the bull's eye every night
It's so easy, easy
When everybody's tryin' to please me baby
Yeah it's so easy, easy
When everybody's tryin' to please me
So easy
But nothin' seems to please me
It all fits so right
When I fade into the night
See me hit you
You fall down",Relax
"If I say I don't need anyone
I can say these things to you
'Cause I can turn on anyone, just like I've turned on you
I've got a tongue like a razor
A sweet switchblade knife
And I can do you favors but then you'll do whatever I like
Here I am
And you're a rocket queen
I might be a little young but honey I ain't naive
Here I am and you're a rocket queen, oh yeah
I might be too much
But honey you're a bit obscene
I've seen everything imaginable
Pass before these eyes
I've had everything that's tangible
Honey you'd be surprised
I'm a sexual innuendo
In this burned out paradise
If you turn me on to anything
You better turn me on tonight",Relax
"Here I am
And you're a rocket queen
I might be a little young but honey I ain't naive
Here I am and you're a rocket queen, oh yeah
I might be too much
But honey you're a bit obscene
Here I am
And you're a rocket queen
I might be a little young but honey I ain't naive
Here I am and you're a rocket queen, oh yeah
I might be too much
But honey you're a bit obscene
I see you standin'
Standin' on your own
It's such a lonely place for you
For you to be
If you need a shoulder
Or if you need a friend
I'll be here standing
Until the bitter end
No one needs the sorrow
No one needs the pain
I hate to see you
Walking out there
Out in the rain
So don't chastise me
Or think I, I mean you harm
Of those that take you leave you strung out
Much too far
Baby yeah
Oh oh oh oh
No no no no no no no
Oh oh no no no baby
Oh oh no no no baby yeah
Don't ever leave me
Say you'll always be there
All I ever wanted
Was for you
To know that I care",Relax
"I get up around seven
Get outta bed around nine
And I don't worry about nothin' no
'Cause worryin's a waste of my, time
The show usually starts around seven
We go on stage at nine
Get on the bus at eleven
Sippin' a drink and feelin' fine
We been dancin' with
Mr. Brownstone
He's been knockin'
He won't' leave me alone
No, no, no
He won't leave me alone
I used ta do a little but a little wouldn't do
So the little got more and more
I just keep tryin' ta get a little better
Said a little better than before
I used ta do a little but a little wouldn't do
So the little got more and more
I just keep tryin' ta get a little better
Said a little better than before",Relax
"We been dancin' with
Mr. Brownstone
He's been knockin'
He won't leave me alone
No, no, no
He won't leave me alone
Now I get up around whenever
I used ta get up on time
But that old man he's a real muthafucker
Gonna kick him on down the line
I used ta do a little but a little wouldn't do
So the little got more and more
I just keep tryin' ta get a little better
Said a little better than before
I used ta do a little but a little wouldn't do
So the little got more and more
I just keep tryin' ta get a little better
Said a little better than before
We been dancin' with
Mr. Brownstone
He's been knockin'
He won't leave me alone
No, no no
He won't leave me alone
Oh leave me alone
Stuck it in the middle and I shot it in the middle
And it, it drove outta my mind
I should've known better, said I wish I never met her
Said I leave it all behind
Yowsa!",Relax
"So if she's somewhere near me
I Energetic to God she hears me
There's no one else
Could ever make me feel
I'm so alive
I Energeticd she'd never leave me
Please God you must believe me
I've searched the universe
And found myself
Within' her eyes
So if she's somewhere near me
I Energetic to God she hears me
There's no one else
Could ever make me feel
I'm so alive
I Energeticd she'd never leave me
Please God you must believe me
I've searched the universe
And found myself
Within' her eyes
And now I don't know why
She wouldn't say goodbye
It just might be that I
Had seen it in her eyes
And now it seems that I
Gave up my ghost of pride
I'll never say goodbye",Relax
"Sick of this life
Not that you'd care
I'm not the only one
With whom these feelings I share
Nobody understands
Quite why we're here
We're searchin' for answers
That never appear
But maybe if I looked real hard I'd
I'd see your tryin' too
To understand this life
That we're all goin' through
(Then when she said she was gonna like wreck my car
I didn't know what to do)
Sometimes I feel like I'm beatin' a dead horse
And I don't know why you'd be bringin' me down
I'd like to think that our love's worth a tad more
It may sound funny but you'd think by now
I'd be smilin'
I guess some things never change
Never change",Relax
"I met an old cowboy
I saw the look in his eyes
Somethin' tells me he's been here before
'Cause experience makes you wise
I was only a small child
When the thought first came to me
That I'm a son of a gun and the gun of a son
That brought back the devil in me
But sometimes I feel like I'm beatin' a dead horse
I don't know why you'd be bringin' me down
I'd like to think that our love's worth a tad more
It may sound funny but you'd think by now
I'd be smilin'
I guess some things never change
Never change
I ain't quite what you'd call an old soul
Still wet behind the ears
I been around this track a couple o' times
But now the dust is startin' to clear
Oh yeah
Sometimes I feel like I'm beatin' a dead horse
I don't know why you'd be bringin' me down
I'd like to think that our love's worth a tad more
It may sound funny but you'd think by now
I'd be smilin'
Ooh yeah, I'd be smilin'
No way I'd be smilin'
Ooh smilin'
Sick of this life
Not that you'd care
I'm not the only one
With whom these feelings I share",Relax
"It's a critical solution, and the east coast got the blues
It's a mass of confusion, like the lies they sell to you
You got a glass-jawed toothache of a mental disease
And they be running 'round back, see them line up on their knees
'Cause the kiss-ass sycophants, throwing penance at your feet
When they got nowhere to go
Watch them come in off the streets
While they're banging out front
Inside they're slamming to the crunch
Go on an throw me to the lions
And the whole damn screaming bunch
'Cause the pissed-off rip-offs, they're everywhere you turn
Tell me how a generation's ever supposed to learn
This fire is burning, and it's out of control
It's not a problem you can stop
It's rock n' roll",Relax
"So you see
I really care
Without you, I'm nothin'
Oh, oh
Just one look
And I know
I'll get you someday
Oh-oh-whoa
I thought I was dreaming
But I was wrong, yeah, yeah, yeah
Oh, but I'm gonna keep on scheming
'Til I can make you
Make you my own
Just one look
That's all it took, yeah
Just one look
That's all it took, yeah
Just one look
That's all it took, yeah
Just one look
That's all it took, yeah
Just one look",Relax
"Oh, woman get your head out of curlers
Time to get your butt outta bed
Get down your hats and your baggage my child
Goin' back home gettin' back to the homestead
I'm gonna heat me some water
Put a shine upon my shoes
Telephone my ma, keep the room above Joe's
'Cause we're comin' back, comin' back to the homestead
Everythin' is packed, gettin' back to the homestead
This time, this time we'll stay, baby
I know that we could have made it
We had ideas in our heads
And I wish somehow we could have saved it
But we're gasoline Alley Bred
Yet the years haven't really been wasted
And I know it in my head
We did good for the life that we tasted
'Cause we're gasoline Alley
Gasoline Alley Bred
Woman you can really believe it
I did everythin' a man could do
Breakin' my back just to make us a dime
That won't mean a damn when no one wants to know you
Woman I know how your feelin'
I've seen the hurt upon your face
How many times do you think that I've cried
Knowin' every day that your heart was gettin' broken
Holdin' back your pride till you were nearly chokin'
Let's get away, baby
I know that we could have made it
We had ideas in our heads
And I wish somehow we could have saved it
But we're gasoline Alley Bred
Yet the years haven't really been wasted
And I know it in my head
We did good for the life that we tasted
'Cause we're gasoline Alley
Gasoline Alley Bred
(Gasoline Alley)
Gasoline Alley Bred
(Gasoline Alley)
Gasoline Alley Bred
(Gasoline Alley)
Gasoline Alley Bred",Relax
"Ooh, I been dirt
And I don't care
Ooh, I been dirt
But I don't care
'Cause I'm
Burning
Inside
I'm just a-yearning
Inside
And I'm the fire of life
Yeah, alright
Ooh, I've been hurt
But I don't care
Ooh, I've been hurt
But I don't care
'Cause I'm
Burning
Inside
I'm just a-dreaming
This life
And do you feel it?
Said do you feel it when you touch me?
Said do you feel it when you touch me?
There's a fire
Well, it's a fire
Yeah, alright
Ooh",Relax
